id,text
1c78f72bd8c56515486ad6a1eb464d7d," Дорогие друзья, я вам предлагаю такую незамысловатую игру. Я сейчас вам буду показывать кадр из фильма, и вы попробуете догадаться, либо вы уже знаете, это технология Motion Capture, либо это грим. Все очень просто. Готовы? Да. Я тоже буду гуку с игрой. Конечно, нужно, нужно. Итак, первый кадр из фильма Ви. Грим? Да, мне тоже кажется, это грим. Это не графика. Совершенно верно, это грим. Спасибо. Не буду говорить название фильма, чтобы немножко усложнить задачу. Да, совершенно верно. И это не Motion Capture, не графика, это грим. Да, совершенно верно. Ну, вас не подловишь. Как-то даже без интриги, знаете, проходит. Потому что мы подготовили. А вы-то что, молчите, стоите? Так, давайте я начну. Вот эти улитки. Грим, конечно. Конечно, грим. Какая слизь. Конечно, грим. Чужой, чужие. Это фан-грим. Не Motion Capture, не графика. Совершенно верно. Ну, что ж такое? Motion Capture, Terminator. Ну да, конечно, Terminator 2. Terminator 2. Ну все, они знают. Ну это хорошо, это прекрасно. Давайте попробуем, пусть Влад попробует угадать. Пираты Карибского Моя. Я думаю, что это, конечно, захват. Это не грим. Это, знаешь, комбинированный, конечно, но я думаю, что Motion, да. Научился. На самом деле, это полностью захват мимики лица. Здесь нету грима вообще. Это один из ярчайших примеров, ну, как вот, как с Andy Serkis был вообще технологией, голым, да, технологией захвата движения. Здесь как раз очень детально прорабатывалось в этом фильме именно мимика и получило популярность именно технологию. И, кстати, актеры похожи на себя. Да, естественно, да, там прям сохраняются все. И за счет этого как раз этот фильм, это часть фильма, вот, как все серии стали. Я так понимаю, что с развитием технологии актеры все больше похожи на себя, да? То есть, если задача стоит, да. Все мельче и мельче становится, правильно? Детальнее заход, да. Объясни-ка, птаха, ты с этим сможешь жить? Ты обрекаешь другого человека на вечные оковы, а сам будешь веселиться, гулять и пить? Да, это по мне."
0e22ec9e51bd98309b4fe6870c2ce9c8," На заводе работают более 8000 сотрудников, из них более чем 37% молодые специалисты. 1927 создан московский авиационный завод номер 22, 1932 создан казанский авиационный завод номер 124. Позже эти заводы ссорились в казанский авиационный завод номер 22 им. Горбунов. Ныне казанский авиационный завод им. Горбунов филиал Туполев. За все время существования завода здесь производились 22 типа самолета и их модификации. На казанском авиационном заводе создан комплекс, в который включается полный цикл создания авиатеки. Каждый шестой боевой самолет, выпущенный во время войны, родом из Казани. За годы войны завод изготовил для фронта около 11 тысяч бипланов по два. Отрубник от тыла страна не забывала никогда. Школьникам всегда рассказывали о мальчишках, которые в годы Великой Отечественной Майды в заводских цехах, стоя на ящиках по 12-14 часов работали на тагарных станкаторах. Про их матерей круглосуточно работавших в госпиталах, на колхозных полях и так далее. На первом плане были участники боевых действий, которые совершали победы и ковали победу в воздухе на тех самых самолетах О-2. Каждый шестой боевой самолет, выпущенный во время войны, родом из Казани. Натарстан стал одним из важнейших регионов по производству боевой техники во время Великой Отечественной войны. Заводные фабрики, еще недавно выпускавшие мирную продукцию, перестраивались на производство оружия. А сегодня мы хотим поговорить о П-2. За Великой Отечественной войну в Казани было выпущено более 10 тысяч легендарных пикирующих бомбардировщиков П-2. Ну и легендарный П-8, также как и знаменитый П-2, тоже производился в Казани. Низкий поклон и огромное спасибо Казанскому авиационному заводу за победу. Потому что именно вашими руками в небе Великой Отечественной войны были совершены самые лучшие завоевания и победы."
2e4eca888ca4bb3fc09f967fcc500eb2," Развея? Настыли в камере спасти жаря Сочинял бы их на козыть Я как бы дознаю наизусть И с фонога и тажной пампири И как бы дозорились мастер Внутри что-то взяли белоназы Я в плеве послел, дедка простил Но мы с тобой это жесть, это вэдли И как только загорели панки Внутри что-то взяли белоназы Я в плеве послел, дедка простил Но мы с тобой это жесть, это вэдли Мы дозв<|zh|>talkали в пустом дарсе Все знакомо, все слишком много Нам остался один процент И как на зло заблудился утр И как только загорели пасты Внутри что-то взали белоназы Я в плеве послел, дедка простил Но мы с тобой это жесть, это вэдли И как только загорели пасты Внутри что-то взали белоназы Я в плеве послел, дедка простил Но мы с тобой это жесть, это вэдли Я ходил по Парижу и писал эту песню Писал ее о том, что как нам трудно, тяжело вместе Потому что мы настолько по-разному видим Париж И хотим абсолютно разные вещи В итоге мы не расстались, а получилась очень хорошая песня Мы решили снять визуально эту песню именно вард 4 Потому что песня моя называется Pompidou И я действительно бродил по Pompidou и докручивал эту песню И я решил как-то это совместить Это мои музыканты, они все абсолютные асы виртуозы в своем сфере Например, Вова самый лучший гитарист В России я не шучу Арсений самый лучший басист, я не шучу Миша самый красивый барабанщик, как минимум И Саша, он живет со мной, я забрал у него паспорт Я сегодня его выпустил, он сейчас вернется в свою комнату Я его запру, он будет дальше работать Саша отвечает, в принципе, полностью за все музыкальное оформление Саша, я потом собираюсь вместе и докручиваю Наш следующий альбом это Попса В прямом смысле этого слова, это просто попсятина Иногда мы сидели, слушали Жукова и думали, так мы тоже сможем"
3bb037f137368bea0b35524aad530e42," ДИНАМИЧНАЯ МУЗЫКА Мы с вами находимся в форте Константин на Балтийской миле 2022 года, на первом фестивале скорости на открытой воде. ДИНАМИЧНАЯ МУЗЫКА ДИНАМИЧНАЯ МУЗЫКА ДИНАМИЧНАЯ МУЗЫКА Напомню, это тоже один из самых юных участников, один из самых юных спортсменов. Ох, как взлетает, друзья, вы это видели! Вот это да! Это я пас на... И как красиво разворачивается! ДИНАМИЧНАЯ МУЗЫКА Что-то к Балтийской миле мы уже все поняли, это самое глубокое место на Балтике, которое равно 470 метрам. Именно вот это расстояние будут покрывать спортсмены, устанавливая новые рекорды. ДИНАМИЧНАЯ МУЗЫКА ДИНАМИЧНАЯ МУЗЫКА ДИНАМИЧНАЯ МУЗЫКА МУЗЫКАЛЬНАЯ ЗАСТАВКА ВЗРЫВ Ох, какое падение, друзья! Я надеюсь, что все хорошо с трайвером. Все-таки волна выбила. ДИНАМИЧНАЯ МУЗЫКА Мы это сделали, успели обгореть, промокнуть. А нас чуть не сдуло ветром. Но сегодня был, мне кажется, очень крутой день. Несмотря на то, что чисто питерская погода встретила гостей. Санкт-Петербург, Кронштадт показал нам сегодня, как может быть. Нам это не впервые. Пайкал нам тоже показывал, как может быть. И в этот раз мы видим, что это нас не может сломить никаким образом. Я горжусь, что есть такие вот люди, и что в водномоторном спорте это действительно крутые, спасибо вам огромное, что вы есть. Вы нас стимулируете, чтобы мы дальше продолжали что-то делать. ДИНАМИЧНАЯ МУЗЫКА Да! СМЕХ ДИНАМИЧНАЯ МУЗЫКА Редактор субтитров А.Синецкая Корректор А.Кулакова"
3b1309649ff64b03b77f9e6925fa458f, Та была улыбка Садись и перед бурей Садись и перед бурей За тобой дотла На меня напала эта твоя игра Та была улыбка Садись и перед бурей Садись и перед бурей Садись и перед бурей Садись и перед бурей
2d3c2aaf3ae0c94a04ec31cb7c384817, Майский гром Майкл Дуглз Майкл Дуглз Майкл Дуглз Майкл Дуглз Майкл Дуглз Майкл Дуглз Майкл Дуглз Майкл Дуглз Майкл Дуглз
1dbc2732cedac20ab19cf7dbc17ce3b8," Это шоу о том, как сделать ремонт без ремонта, как своими силами преобразить квартиру без бригады рабочих, без пыли и без большого бюджета. Используют только декор и дизайнерские лайфхаки. Для наших прогнозов больше тоже. Наташа, вот как мы предполагаем, так точно не случается. Но это новостройка. Ровные стены, ремонт новый, свежий, все идеально, кроме старой мебели. А это вот как раз тот самый случай, когда с миру по нитке. Вот картина от бабушки досталась, стол и стулья тетушка приперла, предполагаю. Так, ну добрые родственники себе новую тумбу купили, новоселом отдали старую. Вот эти шторы. Шторы, возможно, подбирали сами, чтобы попасть в цвет мебели. Ну попали, попали, но по-моему перебор. Знаешь, мне перебор уже на уровне стола и вот этого яркого дивана. Ну я так подозреваю, что мы ничего с мебелью делать и не будем, да? Не будем. А со шторами? Ну, да, мы все это меняем. Ну вот, смотри, избавились от всего лишнего, даже дышать как-то легче стало. Вот я бы все такое оставила. Круто было бы. Ладно, шторы вешать надо, вешаем. Кажется, я уже с закрытыми глазами могу с этим справляться. Кстати, хотите лайфхак? Как распределить равномерно крючки по всей шторе. Это вообще очень просто. Итак, крючок в каждый краешек. Оп, находим серединочку, нашли, туда крючок. Дальше мы просто будем повторять это последовательное действие. Вот так вот. Край, серединочка, крючок. Край, серединочка, крючок. Ну все, равномерно. Все стоим. Все стоим. Ну, погнали. Если вы планируете как-то изменить свой интерьер, нужно просто иметь в виду некоторые нюансы. Ну, смотрите, например, картина. Ну, нельзя в любой интерьер повесить ту картину, которая нравится искусственно вам. Нет, этому интерьеру картина должна идти, просто подходить. Ну, смотрите, в нашей новой картине есть, например, колоски, которые также есть в этом интерьере. Куда она вписывается гениально. Или вот, например, тумба под ТВ. Та, которая была у хозяев, она была явно из 80-х годов. Стеклянная. Этот телевизор просто висел в воздухе. Мы заменяем эту тумбу на современную, и все. Интерьер уже играет по-новому. Так, Алиса, давай по центру телевизора. Что тут по центру? Слушай, квартира съемная, нам тут запретили дырявить стеной. В смысле, будет у нас в самотлеющихся крючках вот таких. Серьезно будет держаться? Будет, они даже картину выдерживают. Поэтому прикладывай к стене. Не очень высоко, потому что будет еще верхний ряд у декора. Тоже на крючках? Тоже на крючках. Давай пробовать. Давай, первый пошел. Глобальная перестановка мебели в этой квартире невозможна. Ну, потому что здесь и так уже громоздкие большие предметы. Поэтому будем менять интерьер при помощи мелких красивых деталей. Наташ, ну если честно сказать, то комната не очень преобразилась. А есть что, что изменилось даже очень. Здесь появилось намного больше воздуха. Нам досталось маленькое помещение с большим функциональным витамином. Здесь и кухня, и столовая, и гостиная. Почему-то, знаешь, очень крупная мебель. Огромный угловой диван, маленькая кухня и такой большой холодильник. Как будто это ресторан, да? Ну как-то вообще нелогично. Логично, потому что квартира съемная, мебель свезли в все, где в других местах не пригодилось. Ну вот, кстати, я просто спрашиваю, а вот в этой квартире могли быть шторы другого цвета? Могли быть. Ну, ты помнишь, да, какие были здесь изначально, когда мы сюда пришли? Поэтому мы не стали оставлять темное, потому что хотелось добавить легкости. Поэтому шторы появились в цвет стен по воду легкости, кстати. Декор-то на стене все еще держится пока, да? А чего меня держать? А чего же мы тогда в других объектах сверлили стены? Могли бы так же на крючки все повесить. Все-таки эти крючки предназначены для легкого декора и выдерживают всего вес до 4 килограмм. Полки я бы не стала крепить на них. А я бы крепила, потому что уже очень соскучилась по полкам. Ну что, непременно сделаем их в другом объекте? Сделаем. До встречи в новых комнатах."
2eb66cbfde5fd77eb83a95ae24d68d21," Привет всем участникам грантура Байкальская миля! Хочу пожелать вам в первую очередь удачи, интересных дорог, приключений, чтобы они всегда, эти приключения заканчивались, конечно же, позитивно, новых открытий, чтобы по дороге не встречались дураки, дороги были не всегда ровные, но всегда интересные. Надеюсь, увидимся все в Максимихе на финише и вам удастся попробовать лед на вкус вашими колесиками и шипами. До встречи! Удачи! С вами рядом будут только добрые попутчики и интересные новые знакомства. Я, как член жюри, буду с нетерпением ждать выполнения всех обязательных заданий и встречи в гостеприимной солнечной Бурятии ровно через две недели. Ни гвоздя, ни жезла! Поехали! Здравствуйте, друзья! Я Чечурин Сергей, директор департамента экспедиционной деятельности развития туризма русского биографического общества. От лица общества я рад приветствовать организаторов и участников проекта Байкальская мили. Мы не первый год очень внимательно следим и поддерживаем проект. Нам очень импонирует желание организаторов проекта провести мероприятие по техническому виду спорта мирового уровня на уникальном природном объекте на озере Байкал и при этом соблюсти все экологические требования оставить его таким же чистым как он был до мероприятия. Нам нравятся такие проекты не буду скрывать. В этом году мы особенно рады приветствовать новый формат проведения мероприятия Grand Tour Байкальская мили. Мы подготовились, мы подготовили несколько десятков вопросов и заданий для участников тура. Ребята, я хочу вас попросить, пожалуйста, доберитесь на тех объектов, которые мы вам предложили, посмотрите на них, почувствуйте их красоту, снимите их и дайте возможность всем нашим согражданам увидеть то, что вы видели вы. Сегодня вы первопроходцы, вы действительно некоторые вещи увидите впервые и вы первые, кто может донести их красоту величия, красоту величия нашей Родины, на всех кто этим интересуется. Я хочу пожелать вам удачи, я хочу пожелать вам победы в путь. Спасибо. Рада приветствовать всех участников международного фестиваля скорости Байкальского мили. Меня зовут Наталья Шадрина, я представляю жюри Бессмертный полк России. Мы очень рады в этом году принять участие в вашем увлекательном фестивале, подготовили для вас специальные задания в рамках ваших маршрутов и очень рады, что вы сможете их выполнять и большое количество жителей нашей страны, которые будут следить за событиями фестиваля, смогут узнать новую информацию и историю о Великой Отечественной войне о тружениках тыла и ветеранах. Надеюсь, что наши конкурсные задания будут для вас интересными и вы обязательно будете присылать свои истории на страницы нашего движения Бессмертный полк России, мы будем их размещать в социальных сетях. Желаю всем легкой дороги и больших успехов. Всем привет, надеюсь вы меня узнали, основная масса друзей Байкальской мили привыкла видеть меня именно так и я решил эту традицию не нарушать, тем более что Байкальская миля стала уже традицией в жизни каждого из нас, но для тех кто меня помнит по-другому, я Ярослав, самый суровый, но принципиальный судья, я очень рад ребята, что в этом году, несмотря ни на какие сложности, мы все равно увидимся, ну вы меня увидите онлайн, я вас увижу на награждении, я очень рад, что Байкальская миля начинает формироваться уже как культурно-массовое мероприятие мирового масштаба и уже придумывает вот такие вот новые задания. Я буду следить за всеми вами, пусть даже удаленно из Украины, оценивать все ваши задания и выносить свой суровый вердикт, поэтому ребята желаю чтобы вы все получили много фана, удовольствия и самое главное не забывайте о безопасности, да и второе любите своих женщин"
01dcabe37935dbbffd389c22c327f361," Что ты там сказал? Это кто самая великая семья блондинов? Только рыпнись и пойдешь на сумку моей маме! Вот все это и многое другое сегодня в выпуске Мультнайт-шоу! Мультнайт-шоу Добрый день, вечер, ночь или утро? Или когда вы там включили рутебчик? В эфире Мультнайт-шоу! Это единственное мультипликационное шоу о том, что происходит в реальном мире. Просто все участники программы нарисованные. Поэтому мы не боимся получить пи**де. Ну что, сразу к новостям? Ходят слухи, что шоу Поле чудес больше не будут показывать по первому каналу. Ничего страшного, есть еще много каналов, которые просто с руками оторвут такое замечательное шоу. НТВ, ТНТ, НЕДФЛЕКС И даже канал Влада бумаги. Сегодня я всем на все буду говорить слово «Да». Вырвите себе усы! Сука! А сейчас мы на секундочку прервемся, чтобы посмотреть, как Дмитрий Рогозин выбирает новую работу. Пуфиндуль! Спасибо за доверие. Ну что ж, наконец-то пора позвать к нам студию нашего звездного гостя. Дмитрий Рогозин, Соединенных Штатов Америки и по совместительству еще и ее президент. Человек, который падал на видео чаще, чем Джеки Чан. Джо Байден. Серьезно? Он здесь? Где? Это вы. Какие новости, Джо? Я решил пойти на второй срок. Годности? Просто первый явно давно истек. Даже по упаковке видно. Вы ведь уже не молодой человек. Не молодой человек? Я уже даже не старый человек. Мне две тысячи лет юный хоббит. И я предлагаю отправиться в последнее путешествие. Вы перепутали себя с Гэндальфом. Все в порядке. Действительно очень похоже, и там и там очень старый человек, который хрен знает, куда всех ведет. Легко запутаться. Где я? Это мультнайт шоу. И вы у нас в гостях. Здравствуйте. Ого, и вам здравствуйте. Какие уважаемые люди. Добрый вечер. Нэнси, еб твою мать. Сколько раз тебе говорить не летай на самолетах. Это не твое. Всегда, когда ты куда-то летишь, у меня случается инсульт жопы. Давайте прервемся на нашу рубрику Звездная бойня. Звездная бойня. Это место, где наши звезды могут решить все свои конфликты и реально помахаться. Недавно Ксения Супчак предъявила Нурлану Сабзирову, что тот молчит. Тогда тот взял и назвал ее лошадью. Нурлан и Ксения сегодня на ринге. 3, 2, 1, гасите. Мы счастливы. Мои люди всегда со мной. Это осторожно, Супчак. И сегодня у меня в гостях Нурлан Сабзиров. Фаталити. Сегодня в нашей рубрике быстрый комментарий Эмбер Хёрт, которая прокомментирует переезд Анфисы Чеховой в Америку. Всем срать. Спасибо, Эмбер. Ну а сейчас всех с Хэллоуином хочет поздравить Олег Ксения Супчак. Всех с Хэллоуином хочет поздравить Олег Монгол, который наконец-то допился до подходящего состояния. Всех с праздником. Иришка, наливай. Джон, расскажите нам о вашем недавнем падении. О каком именно? С трапа? С велосипеда? С кровати? С кроссовок? Давайте про велосипед. Это был хитроумный план, и он сработал отлично. То есть вы на самом деле умеете кататься на велосипеде? Тогда велосипед в студию. Что вам показать? Какой трюк? Я любой могу. Да, просто вперед, проедьте немного. Легко. Ничего себе. Очень круто, Джон. Честно говоря, я думал, вы обосретесь. А я и обосрался. Джо Байден, дамы и господа. Бл**ть, я теперь забыл как ходить. Ну что ж, на сегодня все. Но у нас остался еще один сюрприз. Сам мультиматии со своей новой музыкальной рекламой. Или как он сам это называет, песней. У меня есть все, девочки, тачки. Во всех банках семизначные заначки. Но на самом деле всю жизнь мечтал я о другом, что однажды стану кофе-королем. Я был бы не против, если б место сына. Жена родила мне стаканчик капучино, картинги, барбершоп и музыкальный лейбл. Все это в прошлом, мое будущее, кофейня. Девушку в кокошнике вставим логотип. Все равно издалека никто не отличит. Исправлю я Старбакса, главный изъян. Теперь вместе с кофе можно заказать кальян. Прошло время и теперь не в клубе. Турцуют лучшие подруги. Теперь ты будешь слышать постоянно. Заберите бамбл для Грида и Джигана. А я тут не при чем, у меня и так много дел. Это при Собянине Старбакс похорошел. Шучу. Это было MULT NIGHT SHOW. Нажимайте в топ, подписывайтесь на канал и делитесь нашим видео с друзьями. Как вам моя новая сумочка?"
0d5137eb3278b721a353749a75252860," Бурятию традиционно ставят пример как толерантный регион, где мирно уживаются люди различных национальностей, культур и вероиспорядания. Как шутят в Бурятии, здесь порядки вещей. Утром сходить в церковь, днем в датсан, а вечером отправиться к шаману. Тайкальская милера родилась у нас в прошлом году. Пусть она будет и дальше. Сильная карточка города Улан-Уде, святый Оди-Гитлевский собор. Своительство его началось в 1741 году и продолжалось 44 года на пожертвования местных путьцов и прихожан и других прихожан. Это здание первое каменное здание города Верхнеудинска. Верхнеудинск это раньше назывался Улан-Удем. На территории святой Оди-Гитлевского собора установлен армянский крест Хачкар. Установлен в память о жертвах геноцида армян в дату столетней годовщины. Соборная мечеть Улан-Уде самая молодая из регилиозных сооружений республики Бурятия. Она построена в 2008 году на деньги народа. То есть по всему миру, по всей Бурятии мусульмане скинулись, собрали деньги и построили данную мечеть. Бурятия это удивительное смешение народов, культуры, цветов кожи. И это делает республику и красочной и загадочной. При этом каждый народ, населяющий ее, не однороден. В многонациональной республике Бурятии проживают около миллиона человек. Большинство населения составляют русские. Второй по численности этнической общности являются Буряты. На третьем месте сибирские татары. В данный момент мы находимся на семейском конкурсе. Конкурс представлен тремя домами. Это дом среднего, средника. Это первый дом Зайцева. Далее дом ремесленника. Это дом Красикова. И это дом купца семейского Борисова. Это люди очень закрытые, можно сказать. Они никого к себе близко не подпускали, но, наверное, благодаря этому и сохранилась их культура фактически до наших времен. Что сказать про забайкасские Бурят? Они были кочевниками, имели очень много скота. Кочевали обычно там, где было очень много травы, чтобы скот их не погиб. На вашем внимание, значит, представлены три чума. Это значит, это твердый чум, который делился на женскую и мужскую сторону. Левая была женская, мужская была правая. Это шаманские олени. Это шаманская защита с копиями, которые защищали оборону. Приветствуем вас, праздник Белого месяца. А вот Бурятская архив. Давайте, надо обязательно... Молочная водка. Это делается из молока. Тарасун называется. Тарасун? Прекрасно. Привет, духи. Мы, как обычно, пришли к вам. Почему раз в год? Раз в год. Каждый год, приезжая и уезжая, мы приходим на это место. Оставляем монетку, оставляем что-нибудь вкусненькое. Вот уже третий год мы приезжаем к Бурятию. Люди разных национальностей, разных религий. Но при этом мы просим духов быть к нам благословенными. Бурятия объединяет нас. У нас у каждого свой путь. Но этот путь лежит так или иначе через Бурятию. И Бурятия больше, чем Байкал."
